Experiment name,Biological sample category,Biological sample name,MS/MS sample name,Cluster,Protein name,Protein accession numbers,Alternate IDs,Database sources,Protein molecular weight (Da),Protein identification probability,Exclusive unique peptide count,Exclusive unique spectrum count,Total spectrum count,Percentage of total spectra,Percentage sequence coverage,Length
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Phosphoglycerate mutase 2 OS=Homo sapiens OX=9606 GN=PGAM2 PE=1 SV=3 (P15259),Phosphoglycerate mutase 2 OS=Homo sapiens OX=9606 GN=PGAM2 PE=1 SV=3,P15259,,Uniprot_swissprot_human_JUN08_2018.fasta,"28,766.90",99.20%,0,0,0,0.00%,0.00%,253
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2 (P62244),40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,P62244,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,840.00",100.00%,5,13,15,0.04%,11.50%,130
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,P14625,,Uniprot_swissprot_human_JUN08_2018.fasta,"92,471.70",95.60%,0,0,11,0.03%,1.99%,803
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1 (Q9Y5K8),V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1,Q9Y5K8,,Uniprot_swissprot_human_JUN08_2018.fasta,"28,264.30",99.80%,1,1,1,0.00%,4.86%,247
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2 (O14556)",Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,P04406,,Uniprot_swissprot_human_JUN08_2018.fasta,"36,053.40",100.00%,2,2,10,0.02%,19.10%,335
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",P04259,,Uniprot_swissprot_human_JUN08_2018.fasta,"60,068.60",29.20%,0,0,4,0.01%,4.96%,564
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1 (P30050),60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,P30050,,Uniprot_swissprot_human_JUN08_2018.fasta,"17,819.10",100.00%,1,1,1,0.00%,5.45%,165
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3 (P22314),Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,P22314,,Uniprot_swissprot_human_JUN08_2018.fasta,"117,850.30",99.40%,1,1,1,0.00%,1.13%,1058
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2 (P38646)","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",P38646,,Uniprot_swissprot_human_JUN08_2018.fasta,"73,681.30",100.00%,3,3,3,0.01%,3.68%,679
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2 (P37837),Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,P37837,,Uniprot_swissprot_human_JUN08_2018.fasta,"37,541.70",14.50%,0,0,0,0.00%,0.00%,337
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2 (P38606),V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,P38606,,Uniprot_swissprot_human_JUN08_2018.fasta,"68,305.50",72.30%,0,0,0,0.00%,0.00%,617
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1 (P07477),Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1,P07477,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,558.10",98.70%,0,0,0,0.00%,0.00%,247
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3 (P06899),Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3,P06899,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,904.70",79.70%,0,0,1,0.00%,8.73%,126
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3 (P35527)","Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3",P35527,,Uniprot_swissprot_human_JUN08_2018.fasta,"62,065.90",100.00%,8,10,11,0.03%,17.30%,623
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3 (P06899),Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=HIST2H2BF PE=1 SV=3,Q5QNW6,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,920.60",68.20%,0,0,1,0.00%,8.73%,126
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2 (P04350),Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2,P04350,,Uniprot_swissprot_human_JUN08_2018.fasta,"49,585.50",99.80%,0,0,1,0.00%,2.93%,444
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4 (P13639),Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,P13639,,Uniprot_swissprot_human_JUN08_2018.fasta,"95,340.10",100.00%,6,12,15,0.04%,7.69%,858
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1 (P68104),Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,Q05639,,Uniprot_swissprot_human_JUN08_2018.fasta,"50,470.60",100.00%,1,1,22,0.05%,21.20%,463
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1 (Q06203),Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1,Q06203,,Uniprot_swissprot_human_JUN08_2018.fasta,"57,399.30",12.80%,0,0,0,0.00%,0.00%,517
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3 (P27708),CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,P27708,,Uniprot_swissprot_human_JUN08_2018.fasta,"242,982.50",45.10%,0,0,0,0.00%,0.00%,2225
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2 (P10809)","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",P10809,,Uniprot_swissprot_human_JUN08_2018.fasta,"61,055.70",99.30%,1,1,1,0.00%,4.36%,573
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",P04264,,Uniprot_swissprot_human_JUN08_2018.fasta,"66,040.30",100.00%,11,13,17,0.04%,21.70%,644
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2 (P39023),60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,P39023,,Uniprot_swissprot_human_JUN08_2018.fasta,"46,109.50",29.80%,0,0,0,0.00%,0.00%,403
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3 (P49207),60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,P49207,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,293.10",96.80%,1,1,1,0.00%,6.84%,117
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=4 (P22105),Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=4,P22105,,Uniprot_swissprot_human_JUN08_2018.fasta,"458,202.40",8.90%,0,0,0,0.00%,0.00%,4242
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3 (P18085),ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,P18085,,Uniprot_swissprot_human_JUN08_2018.fasta,"20,511.60",86.50%,0,0,0,0.00%,0.00%,180
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2 (Q13232),Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2,Q13232,,Uniprot_swissprot_human_JUN08_2018.fasta,"19,015.20",100.00%,1,2,3,0.01%,7.10%,169
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2 (O15523),ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2,O15523,,Uniprot_swissprot_human_JUN08_2018.fasta,"73,155.80",100.00%,1,1,2,0.00%,3.33%,660
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3 (P55769),NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3,P55769,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,173.80",96.30%,1,1,1,0.00%,6.25%,128
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Phosphoglycerate kinase 2 OS=Homo sapiens OX=9606 GN=PGK2 PE=1 SV=3 (P07205),Phosphoglycerate kinase 2 OS=Homo sapiens OX=9606 GN=PGK2 PE=1 SV=3,P07205,,Uniprot_swissprot_human_JUN08_2018.fasta,"44,797.10",50.10%,0,0,0,0.00%,0.00%,417
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2 (P62891),60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2,P62891,,Uniprot_swissprot_human_JUN08_2018.fasta,"6,407.20",100.00%,2,2,2,0.00%,21.60%,51
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1 (Q96AT9),Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1,Q96AT9,,Uniprot_swissprot_human_JUN08_2018.fasta,"24,927.80",100.00%,2,2,2,0.00%,8.77%,228
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3 (P62854),40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,P62854,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,015.50",83.80%,0,0,0,0.00%,0.00%,115
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1 (P62829),60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,P62829,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,865.90",98.40%,1,1,3,0.01%,5.71%,140
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3 (P62826),GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,P62826,,Uniprot_swissprot_human_JUN08_2018.fasta,"24,423.10",100.00%,4,4,4,0.01%,9.26%,216
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2 (P62805),Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2,P62805,,Uniprot_swissprot_human_JUN08_2018.fasta,"11,367.70",71.00%,0,0,0,0.00%,0.00%,103
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2 (O15523),Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,Q92841,,Uniprot_swissprot_human_JUN08_2018.fasta,"80,274.00",7.50%,0,0,1,0.00%,1.51%,729
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Histone H2AX OS=Homo sapiens OX=9606 GN=H2AFX PE=1 SV=2 (P16104),Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=H2AFY2 PE=1 SV=3,Q9P0M6,,Uniprot_swissprot_human_JUN08_2018.fasta,"40,060.10",84.50%,0,0,0,0.00%,0.00%,372
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3 (P98194),Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3,P98194,,Uniprot_swissprot_human_JUN08_2018.fasta,"100,579.00",98.80%,1,1,1,0.00%,1.09%,919
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Methionine synthase reductase OS=Homo sapiens OX=9606 GN=MTRR PE=1 SV=3 (Q9UBK8),Methionine synthase reductase OS=Homo sapiens OX=9606 GN=MTRR PE=1 SV=3,Q9UBK8,,Uniprot_swissprot_human_JUN08_2018.fasta,"80,411.30",82.70%,0,0,0,0.00%,0.00%,725
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",P13647,,Uniprot_swissprot_human_JUN08_2018.fasta,"62,379.60",100.00%,3,3,6,0.01%,8.47%,590
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 (P13645)","Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",P13645,,Uniprot_swissprot_human_JUN08_2018.fasta,"58,828.80",100.00%,10,14,18,0.04%,23.10%,584
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3 (P54707),Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=3,P13637,,Uniprot_swissprot_human_JUN08_2018.fasta,"111,751.50",8.20%,0,0,0,0.00%,0.00%,1013
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 (P63261)","Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1",P63261,,Uniprot_swissprot_human_JUN08_2018.fasta,"41,793.90",92.80%,0,0,4,0.01%,9.87%,375
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1 (Q9NR31),GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1,Q9NR31,,Uniprot_swissprot_human_JUN08_2018.fasta,"22,367.80",67.50%,0,0,0,0.00%,0.00%,198
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 (P06733),Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,P06733,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,170.20",100.00%,2,2,4,0.01%,2.53%,434
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2 (Q9Y4W6),AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2,Q9Y4W6,,Uniprot_swissprot_human_JUN08_2018.fasta,"88,586.80",84.90%,0,0,0,0.00%,0.00%,797
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,P11021,,Uniprot_swissprot_human_JUN08_2018.fasta,"72,334.70",99.90%,1,2,5,0.01%,5.05%,654
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Trypsin-3 OS=Homo sapiens OX=9606 GN=PRSS3 PE=1 SV=2 (P35030),Trypsin-3 OS=Homo sapiens OX=9606 GN=PRSS3 PE=1 SV=2,P35030,,Uniprot_swissprot_human_JUN08_2018.fasta,"32,528.70",9.30%,0,0,0,0.00%,0.00%,304
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),"Cluster of Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2 (P54819)","Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2",P54819,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,479.00",100.00%,1,1,1,0.00%,3.77%,239
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1 (P84095),Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,P84095,,Uniprot_swissprot_human_JUN08_2018.fasta,"21,308.10",99.90%,1,1,1,0.00%,5.76%,191
My Experiment_human,WT,WT_b,Service_Kachroo_2525_210722_1 (peptides_1_1_0.mzid),Cluster of Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3 (Q9GZV4),Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens OX=9606 GN=EIF5AL1 PE=2 SV=2,Q6IS14,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,773.60",63.50%,0,0,0,0.00%,0.00%,154
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,P17066,,Uniprot_swissprot_human_JUN08_2018.fasta,"71,028.80",6.10%,0,0,13,0.03%,7.62%,643
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1 (P36873),Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1,P36873,,Uniprot_swissprot_human_JUN08_2018.fasta,"36,985.60",97.70%,1,1,1,0.00%,3.41%,323
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3 (Q9GZV4),Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3,Q9GZV4,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,793.30",100.00%,4,4,5,0.01%,17.60%,153
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3 (Q9BZE4),Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3,Q9BZE4,,Uniprot_swissprot_human_JUN08_2018.fasta,"73,967.30",99.80%,1,1,1,0.00%,1.89%,634
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),"Cluster of 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 (P52209)","6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",P52209,,Uniprot_swissprot_human_JUN08_2018.fasta,"53,141.90",99.40%,1,1,1,0.00%,3.52%,483
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2,P34931,,Uniprot_swissprot_human_JUN08_2018.fasta,"70,377.10",100.00%,2,3,10,0.02%,10.30%,641
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1 (P0CG47),Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2,P62987,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,728.90",80.50%,0,0,27,0.06%,29.70%,128
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1 (P61006),Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,Q15286,,Uniprot_swissprot_human_JUN08_2018.fasta,"23,025.30",17.40%,0,0,1,0.00%,5.47%,201
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4 (P23526),Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,P23526,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,717.10",100.00%,5,6,6,0.01%,10.40%,432
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of Probable E3 ubiquitin-protein ligase DTX2 OS=Homo sapiens OX=9606 GN=DTX2 PE=1 SV=3 (Q86UW9),Probable E3 ubiquitin-protein ligase DTX2 OS=Homo sapiens OX=9606 GN=DTX2 PE=1 SV=3,Q86UW9,,Uniprot_swissprot_human_JUN08_2018.fasta,"67,245.40",17.10%,0,0,0,0.00%,0.00%,622
My Experiment_human,WT,WT_c,Service_Kachroo_2525_210722_2 (peptides_1_1_0.mzid),Cluster of tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2 (Q08J23),tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,Q08J23,,Uniprot_swissprot_human_JUN08_2018.fasta,"86,472.80",99.90%,1,1,1,0.00%,1.83%,767
